GOLD - COMMODITY EXCHANGE INC.,210427,4/27/2021,088691,CMX ,01,088 ,473305,11542,83268,69531,204982,22659,117144,66493,25430,153573,33605,19227,419106,455664,54199,17641,473305,11542,83268,69531,204982,22659,117144,66493,25430,153573,33605,19227,419106,455664,54199,17641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1567,-213,-4252,1678,-299,1362,301,6074,95,-5569,-463,87,-2259,2604,3826,-1037,100,2.4,17.6,14.7,43.3,4.8,24.8,14,5.4,32.4,7.1,4.1,88.5,96.3,11.5,3.7,100,2.4,17.6,14.7,43.3,4.8,24.8,14,5.4,32.4,7.1,4.1,88.5,96.3,11.5,3.7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,14,23,19,26,24,78,33,41,103,29,39,264,170,322,14,23,19,26,24,78,33,41,103,29,39,264,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4,31.8,31.9,44.9,20.9,31.6,30.3,44.5,21.4,31.8,31.9,44.9,20.9,31.6,30.3,44.5,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,210420,4/20/2021,088691,CMX ,01,088 ,471738,11755,87520,67853,205281,21297,116843,60419,25335,159142,34068,19140,421365,453060,50373,18678,471738,11755,87520,67853,205281,21297,116843,60419,25335,159142,34068,19140,421365,453060,50373,18678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11005,170,883,336,4028,172,4773,2156,525,1699,3692,1130,8805,12586,2200,-1581,100,2.5,18.6,14.4,43.5,4.5,24.8,12.8,5.4,33.7,7.2,4.1,89.3,96,10.7,4,100,2.5,18.6,14.4,43.5,4.5,24.8,12.8,5.4,33.7,7.2,4.1,89.3,96,10.7,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,17,25,19,27,22,82,30,43,105,30,40,277,166,329,17,25,19,27,22,82,30,43,105,30,40,277,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8,33,33.2,46.6,22.6,32.5,31.9,45.5,22.8,33,33.2,46.6,22.6,32.5,31.9,45.5,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,210413,4/13/2021,088691,CMX ,01,088 ,460733,11585,86637,67517,201253,21125,112070,58263,24810,157443,30376,18010,412560,440474,48173,20259,460733,11585,86637,67517,201253,21125,112070,58263,24810,157443,30376,18010,412560,440474,48173,20259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2620,-331,-3890,1778,-674,584,-9493,3172,-1419,3303,-727,1086,-4492,-1868,1872,-752,100,2.5,18.8,14.7,43.7,4.6,24.3,12.6,5.4,34.2,6.6,3.9,89.5,95.6,10.5,4.4,100,2.5,18.8,14.7,43.7,4.6,24.3,12.6,5.4,34.2,6.6,3.9,89.5,95.6,10.5,4.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,15,22,20,26,20,76,39,38,107,30,37,268,163,329,15,22,20,26,20,76,39,38,107,30,37,268,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.4,33.3,32.9,47.9,22.2,32.8,31.7,46.2,22.4,33.3,32.9,47.9,22.2,32.8,31.7,46.2,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,210406,4/6/2021,088691,CMX ,01,088 ,463353,11916,90527,65739,201927,20541,121563,55091,26229,154140,31103,16924,417052,442342,46301,21011,463353,11916,90527,65739,201927,20541,121563,55091,26229,154140,31103,16924,417052,442342,46301,21011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3968,-4525,1198,2013,17363,-11364,8554,-14845,-1051,3696,5114,1388,-1289,-2197,-2679,-1771,100,2.6,19.5,14.2,43.6,4.4,26.2,11.9,5.7,33.3,6.7,3.7,90,95.5,10,4.5,100,2.6,19.5,14.2,43.6,4.4,26.2,11.9,5.7,33.3,6.7,3.7,90,95.5,10,4.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,16,22,19,27,21,74,38,37,105,29,35,263,161,323,16,22,19,27,21,74,38,37,105,29,35,263,161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5,33.2,31.8,47.4,21.1,32.8,30.6,46.3,21.5,33.2,31.8,47.4,21.1,32.8,30.6,46.3,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,210330,3/30/2021,088691,CMX ,01,088 ,467321,16441,89329,63726,184564,31905,113009,69936,27280,150444,25989,15536,418341,444539,48980,22782,467321,16441,89329,63726,184564,31905,113009,69936,27280,150444,25989,15536,418341,444539,48980,22782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18136,971,-3714,648,-2744,-6328,5068,5516,-4111,-4389,1702,-8918,-17059,-18597,-1077,461,100,3.5,19.1,13.6,39.5,6.8,24.2,15,5.8,32.2,5.6,3.3,89.5,95.1,10.5,4.9,100,3.5,19.1,13.6,39.5,6.8,24.2,15,5.8,32.2,5.6,3.3,89.5,95.1,10.5,4.9,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,15,21,19,27,22,62,47,32,110,24,30,250,160,318,15,21,19,27,22,62,47,32,110,24,30,250,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.1,32,30.7,46.7,20.5,31.6,29.2,43,21.1,32,30.7,46.7,20.5,31.6,29.2,43,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,210323,3/23/2021,088691,CMX ,01,088 ,485457,15470,93043,63078,187308,38233,107941,64420,31391,154833,24287,24454,435400,463136,50057,22321,485457,15470,93043,63078,187308,38233,107941,64420,31391,154833,24287,24454,435400,463136,50057,22321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8990,318,-1183,-1387,-7558,2454,7272,4872,-2840,-735,7794,4427,9509,7966,-519,1024,100,3.2,19.2,13,38.6,7.9,22.2,13.3,6.5,31.9,5,5,89.7,95.4,10.3,4.6,100,3.2,19.2,13,38.6,7.9,22.2,13.3,6.5,31.9,5,5,89.7,95.4,10.3,4.6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,19,23,19,27,25,67,43,39,111,26,42,268,177,326,19,23,19,27,25,67,43,39,111,26,42,268,177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.8,30.1,30.6,44.1,20.5,29.8,29.2,40.7,20.8,30.1,30.6,44.1,20.5,29.8,29.2,40.7,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,210316,3/16/2021,088691,CMX ,01,088 ,476467,15152,94226,64465,194866,35779,100669,59548,34231,155568,16493,20027,425891,455170,50576,21297,476467,15152,94226,64465,194866,35779,100669,59548,34231,155568,16493,20027,425891,455170,50576,21297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2596,573,-2032,541,4741,9626,4446,-7245,3915,-3048,3610,-9517,6536,3098,-3940,-502,100,3.2,19.8,13.5,40.9,7.5,21.1,12.5,7.2,32.7,3.5,4.2,89.4,95.5,10.6,4.5,100,3.2,19.8,13.5,40.9,7.5,21.1,12.5,7.2,32.7,3.5,4.2,89.4,95.5,10.6,4.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,331,21,23,17,30,21,68,41,43,118,25,44,281,173,331,21,23,17,30,21,68,41,43,118,25,44,281,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.3,31.5,30.6,45.8,19.8,30.8,28.9,41.5,20.3,31.5,30.6,45.8,19.8,30.8,28.9,41.5,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,210309,3/9/2021,088691,CMX ,01,088 ,473871,14579,96258,63924,190125,26153,96223,66793,30316,158616,12883,29544,419355,452072,54516,21799,473871,14579,96258,63924,190125,26153,96223,66793,30316,158616,12883,29544,419355,452072,54516,21799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6863,2554,-2662,624,-8483,6634,-10385,6145,-6761,-309,-2364,13400,5757,5909,1106,954,100,3.1,20.3,13.5,40.1,5.5,20.3,14.1,6.4,33.5,2.7,6.2,88.5,95.4,11.5,4.6,100,3.1,20.3,13.5,40.1,5.5,20.3,14.1,6.4,33.5,2.7,6.2,88.5,95.4,11.5,4.6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,21,25,16,30,19,62,44,42,112,25,43,270,175,326,21,25,16,30,19,62,44,42,112,25,43,270,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6,30.8,30.9,43.5,20.3,30.4,29.5,41.9,20.6,30.8,30.9,43.5,20.3,30.4,29.5,41.9,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,210302,3/2/2021,088691,CMX ,01,088 ,467008,12025,98920,63300,198608,19519,106608,60648,37077,158925,15247,16144,413598,446163,53410,20845,467008,12025,98920,63300,198608,19519,106608,60648,37077,158925,15247,16144,413598,446163,53410,20845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14117,1367,-4808,-709,-24060,2100,-18516,4647,1100,-32,2900,2886,-11804,-15235,-2313,1118,100,2.6,21.2,13.6,42.5,4.2,22.8,13,7.9,34,3.3,3.5,88.6,95.5,11.4,4.5,100,2.6,21.2,13.6,42.5,4.2,22.8,13,7.9,34,3.3,3.5,88.6,95.5,11.4,4.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,17,24,18,29,19,70,33,36,110,35,41,261,175,329,17,24,18,29,19,70,33,36,110,35,41,261,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.4,31.9,32.4,45.8,21.2,31.5,30.5,43.9,21.4,31.9,32.4,45.8,21.2,31.5,30.5,43.9,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,210223,2/23/2021,088691,CMX ,01,088 ,481125,10658,103728,64009,222668,17419,125124,56001,35977,158957,12347,13258,425402,461398,55723,19727,481125,10658,103728,64009,222668,17419,125124,56001,35977,158957,12347,13258,425402,461398,55723,19727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21891,-909,-7672,-689,-17275,2532,-873,-2040,1564,-18629,1774,-1470,-18474,-22587,-3417,696,100,2.2,21.6,13.3,46.3,3.6,26,11.6,7.5,33,2.6,2.8,88.4,95.9,11.6,4.1,100,2.2,21.6,13.3,46.3,3.6,26,11.6,7.5,33,2.6,2.8,88.4,95.9,11.6,4.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,17,23,18,28,24,68,27,33,113,26,42,263,159,313,17,23,18,28,24,68,27,33,113,26,42,263,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.5,31.9,31.8,47.2,21.2,31.5,30.8,45.4,21.5,31.9,31.8,47.2,21.2,31.5,30.8,45.4,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,210216,2/16/2021,088691,CMX ,01,088 ,503016,11567,111400,64698,239943,14887,125997,58041,34413,177586,10573,14728,443876,483985,59140,19031,503016,11567,111400,64698,239943,14887,125997,58041,34413,177586,10573,14728,443876,483985,59140,19031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3725,2077,-1086,714,-13240,561,-8736,10948,-2783,2993,-253,350,-4824,-5503,1099,1778,100,2.3,22.1,12.9,47.7,3,25,11.5,6.8,35.3,2.1,2.9,88.2,96.2,11.8,3.8,100,2.3,22.1,12.9,47.7,3,25,11.5,6.8,35.3,2.1,2.9,88.2,96.2,11.8,3.8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,20,24,18,29,24,67,35,35,123,27,43,279,172,339,20,24,18,29,24,67,35,35,123,27,43,279,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.6,33.4,30.7,48.5,20.5,33,30.1,47.4,20.6,33.4,30.7,48.5,20.5,33,30.1,47.4,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,210209,2/9/2021,088691,CMX ,01,088 ,506741,9490,112486,63984,253183,14326,134733,47093,37196,174593,10826,14378,448700,489488,58041,17253,506741,9490,112486,63984,253183,14326,134733,47093,37196,174593,10826,14378,448700,489488,58041,17253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13270,-1270,-2401,-523,-5154,-539,-2329,-2191,-2045,-2697,2884,-2457,-11860,-11903,-1410,-1367,100,1.9,22.2,12.6,50,2.8,26.6,9.3,7.3,34.5,2.1,2.8,88.5,96.6,11.5,3.4,100,1.9,22.2,12.6,50,2.8,26.6,9.3,7.3,34.5,2.1,2.8,88.5,96.6,11.5,3.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,329,15,23,17,30,22,79,24,36,121,23,39,278,155,329,15,23,17,30,22,79,24,36,121,23,39,278,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5,33.9,30.5,49.7,20.2,33.4,29.5,48.7,20.5,33.9,30.5,49.7,20.2,33.4,29.5,48.7,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,210202,2/2/2021,088691,CMX ,01,088 ,520011,10760,114887,64507,258337,14865,137062,49284,39241,177290,7942,16835,460560,501391,59451,18620,520011,10760,114887,64507,258337,14865,137062,49284,39241,177290,7942,16835,460560,501391,59451,18620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14563,482,1874,-2457,-4840,-2783,-5753,2868,806,6573,-1628,-9914,-13046,-13617,-1517,-946,100,2.1,22.1,12.4,49.7,2.9,26.4,9.5,7.5,34.1,1.5,3.2,88.6,96.4,11.4,3.6,100,2.1,22.1,12.4,49.7,2.9,26.4,9.5,7.5,34.1,1.5,3.2,88.6,96.4,11.4,3.6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323,15,23,16,29,22,77,26,36,118,19,39,272,154,323,15,23,16,29,22,77,26,36,118,19,39,272,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,33.3,29.8,49.6,19.6,32.6,28.7,48.5,20,33.3,29.8,49.6,19.6,32.6,28.7,48.5,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,210126,1/26/2021,088691,CMX ,01,088 ,534574,10278,113013,66964,263177,17648,142815,46416,38435,170717,9570,26749,473606,515008,60968,19566,534574,10278,113013,66964,263177,17648,142815,46416,38435,170717,9570,26749,473606,515008,60968,19566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6756,-3199,-1359,-159,9482,-1196,15654,-2674,-11609,-9629,-2209,3145,-6993,-6420,237,-336,100,1.9,21.1,12.5,49.2,3.3,26.7,8.7,7.2,31.9,1.8,5,88.6,96.3,11.4,3.7,100,1.9,21.1,12.5,49.2,3.3,26.7,8.7,7.2,31.9,1.8,5,88.6,96.3,11.4,3.7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,12,21,15,30,26,84,24,34,118,21,49,281,158,326,12,21,15,30,26,84,24,34,118,21,49,281,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.3,31,28.7,48.9,19,30.8,27.8,48.2,19.3,31,28.7,48.9,19,30.8,27.8,48.2,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,210119,1/19/2021,088691,CMX ,01,088 ,541330,13477,114372,67123,253695,18844,127161,49090,50044,180346,11779,23604,480599,521428,60731,19902,541330,13477,114372,67123,253695,18844,127161,49090,50044,180346,11779,23604,480599,521428,60731,19902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14208,-1733,428,-625,-5620,-4178,-3896,-3733,12187,-1814,-2388,-12074,-12133,-15378,-2075,1170,100,2.5,21.1,12.4,46.9,3.5,23.5,9.1,9.2,33.3,2.2,4.4,88.8,96.3,11.2,3.7,100,2.5,21.1,12.4,46.9,3.5,23.5,9.1,9.2,33.3,2.2,4.4,88.8,96.3,11.2,3.7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332,14,19,16,30,19,85,25,38,118,24,42,280,156,332,14,19,16,30,19,85,25,38,118,24,42,280,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1,30.6,28.4,48.3,18.9,30.4,27.4,47.1,19.1,30.6,28.4,48.3,18.9,30.4,27.4,47.1,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,210112,1/12/2021,088691,CMX ,01,088 ,555538,15210,113944,67748,259315,23022,131057,52823,37857,182160,14167,35678,492732,536806,62806,18732,555538,15210,113944,67748,259315,23022,131057,52823,37857,182160,14167,35678,492732,536806,62806,18732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13350,1903,-4823,899,-22997,5773,-36039,2296,5563,-690,-5934,8165,-14426,-11957,1076,-1393,100,2.7,20.5,12.2,46.7,4.1,23.6,9.5,6.8,32.8,2.6,6.4,88.7,96.6,11.3,3.4,100,2.7,20.5,12.2,46.7,4.1,23.6,9.5,6.8,32.8,2.6,6.4,88.7,96.6,11.3,3.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343,12,19,17,30,19,87,25,37,122,29,47,287,164,343,12,19,17,30,19,87,25,37,122,29,47,287,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.7,29.7,27.5,47.6,18.4,29.5,26.8,46.7,18.7,29.7,27.5,47.6,18.4,29.5,26.8,46.7,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
GOLD - COMMODITY EXCHANGE INC.,210105,1/5/2021,088691,CMX ,01,088 ,568888,13307,118767,66849,282312,17249,167096,50527,32294,182850,20101,27513,507158,548763,61730,20125,568888,13307,118767,66849,282312,17249,167096,50527,32294,182850,20101,27513,507158,548763,61730,20125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12474,980,956,-2334,11359,-2524,7423,-151,2847,711,-2161,2367,9470,12693,3004,-219,100,2.3,20.9,11.8,49.6,3,29.4,8.9,5.7,32.1,3.5,4.8,89.1,96.5,10.9,3.5,100,2.3,20.9,11.8,49.6,3,29.4,8.9,5.7,32.1,3.5,4.8,89.1,96.5,10.9,3.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,11,22,17,30,20,101,13,29,125,29,42,292,153,350,11,22,17,30,20,101,13,29,125,29,42,292,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3,29.6,26.7,49.6,18,29.5,25.9,49.2,18.3,29.6,26.7,49.6,18,29.5,25.9,49.2,0,0,0,0,0,0,0,0,(CONTRACTS OF 100 TROY OUNCES),N20,FutOnly
MICRO GOLD - COMMODITY EXCHANGE INC.,211123,11/23/2021,088695,CMX ,01,088 ,32929,0,0,0,0,0,2071,1175,20,6355,17947,6079,14525,25221,18404,7708,32929,0,0,0,0,0,2071,1175,20,6355,17947,6079,14525,25221,18404,7708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5230,0,0,0,0,0,194,475,-51,406,5913,1786,2335,8123,2895,-2893,100,0,0,0,0,0,6.3,3.6,0.1,19.3,54.5,18.5,44.1,76.6,55.9,23.4,100,0,0,0,0,0,6.3,3.6,0.1,19.3,54.5,18.5,44.1,76.6,55.9,23.4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,,,,8,9,10,16,16,21,0,0,0,0,0,,,,8,9,10,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.4,51.2,37.9,67.4,17.6,45.9,24.3,57,27.4,51.2,37.9,67.4,17.6,45.9,24.3,57,0,0,0,0,0,0,0,0,(CONTRACTS OF 10 TROY OUNCES),N20,FutOnly
MICRO GOLD - COMMODITY EXCHANGE INC.,211116,11/16/2021,088695,CMX ,01,088 ,27699,0,0,0,0,0,1877,700,71,5949,12034,4293,12190,17098,15509,10601,27699,0,0,0,0,0,1877,700,71,5949,12034,4293,12190,17098,15509,10601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,100,0,0,0,0,0,6.8,2.5,0.3,21.5,43.4,15.5,44,61.7,56,38.3,100,0,0,0,0,0,6.8,2.5,0.3,21.5,43.4,15.5,44,61.7,56,38.3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,4,,,7,8,11,17,16,20,0,0,0,0,0,4,,,7,8,11,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.4,40.1,37.9,54.5,19.5,35.8,25.7,45.5,29.4,40.1,37.9,54.5,19.5,35.8,25.7,45.5,0,0,0,0,0,0,0,0,(CONTRACTS OF 10 TROY OUNCES),N20,FutOnly
MICRO GOLD - COMMODITY EXCHANGE INC.,210907,9/7/2021,088695,CMX ,01,088 ,34633,0,0,0,0,0,228,1876,140,8263,7880,8921,17552,18817,17081,15816,34633,0,0,0,0,0,228,1876,140,8263,7880,8921,17552,18817,17081,15816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,100,0,0,0,0,0,0.7,5.4,0.4,23.9,22.8,25.8,50.7,54.3,49.3,45.7,100,0,0,0,0,0,0.7,5.4,0.4,23.9,22.8,25.8,50.7,54.3,49.3,45.7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,,,,7,11,10,16,16,21,0,0,0,0,0,,,,7,11,10,16,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.5,37.2,47.5,48.1,21.9,19.2,24.5,25.5,43.5,37.2,47.5,48.1,21.9,19.2,24.5,25.5,0,0,0,0,0,0,0,0,(CONTRACTS OF 10 TROY OUNCES),N20,FutOnly
MICRO GOLD - COMMODITY EXCHANGE INC.,210817,8/17/2021,088695,CMX ,01,088 ,32480,0,0,0,0,0,0,1424,70,14107,7104,4206,18383,12804,14097,19676,32480,0,0,0,0,0,0,1424,70,14107,7104,4206,18383,12804,14097,19676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,100,0,0,0,0,0,0,4.4,0.2,43.4,21.9,12.9,56.6,39.4,43.4,60.6,100,0,0,0,0,0,0,4.4,0.2,43.4,21.9,12.9,56.6,39.4,43.4,60.6,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,,,9,9,9,14,17,21,0,0,0,0,0,0,,,9,9,9,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.8,27.5,53.6,33.9,38.5,17.6,42.8,23.2,47.8,27.5,53.6,33.9,38.5,17.6,42.8,23.2,0,0,0,0,0,0,0,0,(CONTRACTS OF 10 TROY OUNCES),N20,FutOnly
MICRO GOLD - COMMODITY EXCHANGE INC.,210518,5/18/2021,088695,CMX ,01,088 ,33854,0,0,0,0,0,856,0,0,9175,12915,8653,18684,21568,15170,12286,33854,0,0,0,0,0,856,0,0,9175,12915,8653,18684,21568,15170,12286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,100,0,0,0,0,0,2.5,0,0,27.1,38.1,25.6,55.2,63.7,44.8,36.3,100,0,0,0,0,0,2.5,0,0,27.1,38.1,25.6,55.2,63.7,44.8,36.3,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,,0,0,10,8,11,19,13,21,0,0,0,0,0,,0,0,10,8,11,19,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.4,51.1,47.2,61,21.9,35.1,26.1,38.1,35.4,51.1,47.2,61,21.9,35.1,26.1,38.1,0,0,0,0,0,0,0,0,(CONTRACTS OF 10 TROY OUNCES),N20,FutOnly
